1999/3/31,0.0359,0.0398,0.04698,0.05209,0.05213,0.05221,0.05555,0.05577,0.056,0.05497
1999/4/30,0.0471,0.0491,0.05082,0.05174,0.05373,0.0549,0.05598,0.05745,0.05895,0.05887
1999/5/31,0.048,0.0488,0.05012,0.05011,0.05169,0.05504,0.05678,0.05792,0.05911,0.06065
1999/6/30,0.0497,0.0504,0.05273,0.05571,0.05833,0.05904,0.06047,0.06123,0.06202,0.06309
1999/7/30,0.0506,0.0511,0.05262,0.05529,0.05749,0.05942,0.0606,0.0616,0.06262,0.06254
1999/8/31,0.0469,0.0489,0.05113,0.05328,0.05537,0.05631,0.05864,0.05997,0.06135,0.06176
1999/9/30,0.0493,0.0508,0.05161,0.05305,0.05462,0.05732,0.05816,0.0588,0.05947,0.06003
1999/10/29,0.0495,0.0511,0.05313,0.05507,0.05484,0.05745,0.05762,0.05887,0.06014,0.06146
1999/11/30,0.0504,0.0509,0.05181,0.05366,0.05449,0.05665,0.05739,0.05856,0.05977,0.06133
1999/12/31,0.05,0.0505,0.05141,0.05326,0.05578,0.0565,0.05725,0.05843,0.05964,0.06095
2000/1/31,0.0488,0.0493,0.05021,0.05196,0.05374,0.05545,0.05652,0.0574,0.0583,0.05949
2000/2/29,0.0479,0.0484,0.04931,0.05126,0.05399,0.05591,0.05664,0.05693,0.05724,0.05868
2000/3/31,0.048,0.049,0.05224,0.05356,0.05555,0.05606,0.05648,0.05709,0.05771,0.05916
2000/4/28,0.0479,0.0481,0.05033,0.05124,0.05387,0.05503,0.05656,0.05673,0.05692,0.05762
2000/5/31,0.0477,0.0481,0.05094,0.05226,0.05425,0.05508,0.05617,0.05659,0.05703,0.05859
2000/6/30,0.0462,0.0467,0.04943,0.05086,0.05316,0.05432,0.0554,0.05541,0.05543,0.05725
2000/7/31,0.0459,0.0463,0.04913,0.04994,0.05257,0.05318,0.05404,0.05406,0.05409,0.05455
2000/8/31,0.0445,0.0449,0.04773,0.04905,0.05167,0.05283,0.053,0.05337,0.05375,0.05433
2000/9/29,0.0451,0.0477,0.04861,0.04922,0.05101,0.05261,0.05279,0.0535,0.05424,0.0542
2000/10/31,0.0464,0.0493,0.05072,0.05102,0.05133,0.051,0.05211,0.05249,0.05288,0.05322
2000/11/30,0.046,0.0484,0.04921,0.04941,0.05025,0.05045,0.05122,0.0516,0.05199,0.05172
2000/12/29,0.0481,0.049,0.04951,0.04981,0.04991,0.05002,0.05112,0.05133,0.05155,0.05165
2001/1/31,0.0487,0.0487,0.0488,0.04962,0.05014,0.05035,0.05123,0.05138,0.05153,0.05164
2001/2/28,0.0449,0.0449,0.04541,0.04561,0.04602,0.04666,0.04709,0.04741,0.04775,0.04844
2001/3/30,0.0435,0.0435,0.0434,0.04412,0.04443,0.04453,0.04562,0.04577,0.04592,0.04626
2001/4/30,0.0416,0.0416,0.0419,0.04303,0.04396,0.04545,0.04597,0.04605,0.04615,0.04743
2001/5/31,0.0407,0.0407,0.041,0.04141,0.04026,0.03815,0.03926,0.04004,0.04083,0.04116
2001/6/29,0.0367,0.0367,0.0371,0.03741,0.03761,0.03782,0.03825,0.03874,0.03923,0.0391
2001/7/31,0.0366,0.0366,0.03741,0.03751,0.0375,0.0375,0.03761,0.03766,0.03772,0.03749
2001/8/31,0.0369,0.0369,0.0367,0.0368,0.0367,0.03702,0.03744,0.03915,0.04088,0.0413
2001/9/28,0.0357,0.0357,0.0357,0.0358,0.0357,0.03591,0.03731,0.03834,0.03939,0.0397
2001/10/31,0.0255,0.0255,0.0255,0.02631,0.02723,0.02848,0.02942,0.03,0.03058,0.03442
2001/11/30,0.0252,0.0252,0.0252,0.02672,0.02774,0.03004,0.03097,0.03247,0.034,0.03882
2001/12/31,0.0268,0.0268,0.0273,0.02883,0.03057,0.03203,0.03437,0.03592,0.03751,0.04013
2002/1/31,0.0259,0.0259,0.0262,0.02783,0.02978,0.03176,0.03388,0.03598,0.03813,0.03945
2002/2/28,0.0261,0.0261,0.0264,0.02792,0.02998,0.03185,0.03236,0.03513,0.03797,0.03999
2002/3/29,0.0252,0.0252,0.02621,0.02997,0.03201,0.03665,0.03734,0.03957,0.04185,0.04425
2002/4/30,0.0247,0.0247,0.02641,0.02976,0.03535,0.03742,0.03822,0.04124,0.04435,0.04471
2002/5/31,0.0239,0.0239,0.02511,0.02825,0.03457,0.03673,0.03688,0.04001,0.04322,0.04346
2002/6/28,0.0211,0.0211,0.02291,0.02321,0.0295,0.03166,0.03247,0.03546,0.03851,0.03865
2002/7/31,0.01844,0.01924,0.02028,0.02132,0.02773,0.03032,0.03079,0.03339,0.03605,0.03729
2002/8/30,0.01887,0.01967,0.02079,0.02153,0.02576,0.02836,0.02905,0.03319,0.03745,0.03807
2002/9/30,0.0189,0.0197,0.02067,0.02172,0.02481,0.02741,0.02837,0.03195,0.03563,0.03592
2002/10/31,0.01904,0.01984,0.02071,0.02115,0.02425,0.02747,0.02811,0.03097,0.0339,0.03479
2002/11/29,0.01548,0.01598,0.01614,0.01729,0.01945,0.02219,0.02262,0.02419,0.02578,0.02612
2002/12/31,0.01498,0.01548,0.01594,0.01628,0.01749,0.01868,0.01901,0.02002,0.02104,0.02172
2003/1/31,0.01033,0.01063,0.01079,0.01114,0.01315,0.01495,0.01518,0.01624,0.01731,0.01787
2003/2/28,0.01089,0.01119,0.01165,0.01199,0.01365,0.01484,0.01511,0.01646,0.01783,0.01883
2003/3/31,0.01028,0.01053,0.0113,0.01229,0.01393,0.01501,0.01593,0.01719,0.01845,0.01945
2003/4/30,0.00791,0.00826,0.00932,0.01143,0.01357,0.01423,0.01475,0.01594,0.01715,0.01782
